date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:59	90420/90420	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:37%20GMT	https://lezato.dexignzone.com/laravel/demo/index	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/index.html	(from )
15:27:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jan%202024%2009:58:38%20GMT	https://lezato.dexignzone.com/robots.txt		(from )
15:28:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jan%202024%2009:58:38%20GMT	https://lezato.dexignzone.com/laravel/social-image.png	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/social-image.png	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:00	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:38%20GMT	https://lezato.dexignzone.com/laravel/demo/images/favicon.png	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/images/favicon.png	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:00	2111/2111	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jul%202021%2011:20:20%20GMT	https://lezato.dexignzone.com/laravel/demo/public/images/favicon.png	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/images/favicon.png	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:00	294/294	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:39%20GMT	https://lezato.dexignzone.com/laravel/demo/vendor/chartist/css/chartist.min.css	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/vendor/chartist/css/chartist.min.css	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:01	11508/11508	---M--	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202019%2005:44:38%20GMT	https://lezato.dexignzone.com/laravel/demo/public/vendor/chartist/css/chartist.min.css	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/vendor/chartist/css/chartist.min.css	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:01	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:39%20GMT	https://lezato.dexignzone.com/laravel/demo/vendor/jquery-nice-select/css/nice-select.css	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/vendor/jquery-nice-select/css/nice-select.css	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:01	4048/4048	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Jun%202021%2007:22:44%20GMT	https://lezato.dexignzone.com/laravel/demo/public/vendor/jquery-nice-select/css/nice-select.css	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/vendor/jquery-nice-select/css/nice-select.css	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:01	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:40%20GMT	https://lezato.dexignzone.com/laravel/demo/css/style.css	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/css/style.css	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:02	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:40%20GMT	https://lezato.dexignzone.com/laravel/demo/images/avatar/1.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/images/avatar/1.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:02	5693/5693	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jul%202021%2005:05:36%20GMT	https://lezato.dexignzone.com/laravel/demo/public/images/avatar/1.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/images/avatar/1.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:02	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:41%20GMT	https://lezato.dexignzone.com/laravel/demo/images/avatar/2.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/images/avatar/2.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:03	8623/8623	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jul%202021%2005:05:36%20GMT	https://lezato.dexignzone.com/laravel/demo/public/images/avatar/2.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/images/avatar/2.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:03	1157286/1157286	---M--	200	added ('OK')	text/css	date:Mon,%2026%20Jul%202021%2012:25:00%20GMT	https://lezato.dexignzone.com/laravel/demo/public/css/style.css	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/css/style.css	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:04	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:42%20GMT	https://lezato.dexignzone.com/laravel/demo/images/avatar/3.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/images/avatar/3.e.delayed	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:04	8356/8356	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jul%202021%2005:05:34%20GMT	https://lezato.dexignzone.com/laravel/demo/public/images/avatar/3.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/images/avatar/3.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:04	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:43%20GMT	https://lezato.dexignzone.com/laravel/demo/images/avatar/4.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/images/avatar/4.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:04	7104/7104	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jul%202021%2005:05:34%20GMT	https://lezato.dexignzone.com/laravel/demo/public/images/avatar/4.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/images/avatar/4.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:05	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:43%20GMT	https://lezato.dexignzone.com/laravel/demo/images/avatar/5.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/images/avatar/5.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:05	9271/9271	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jul%202021%2005:05:34%20GMT	https://lezato.dexignzone.com/laravel/demo/public/images/avatar/5.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/images/avatar/5.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:05	285/285	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2009:58:44%20GMT	https://lezato.dexignzone.com/laravel/demo/images/avatar/profile-1.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/images/avatar/profile-1.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:05	4039/4039	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jul%202021%2005:05:36%20GMT	https://lezato.dexignzone.com/laravel/demo/public/images/avatar/profile-1.jpg	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/public/images/avatar/profile-1.jpg	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:06	90414/90414	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:44%20GMT	https://lezato.dexignzone.com/laravel/demo/app-profile	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/app-profile.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:06	4795/4795	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:45%20GMT	https://lezato.dexignzone.com/laravel/demo/page-login	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/page-login.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:06	94240/94240	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:44%20GMT	https://lezato.dexignzone.com/laravel/demo/email-inbox	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/email-inbox.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:07	90608/90608	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:45%20GMT	https://lezato.dexignzone.com/laravel/demo/index-2	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/index-2.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:07	84654/84654	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:46%20GMT	https://lezato.dexignzone.com/laravel/demo/order-page-list	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/order-page-list.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:08	84953/84953	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:46%20GMT	https://lezato.dexignzone.com/laravel/demo/order-details-page	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/order-details-page.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:08	78615/78615	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:46%20GMT	https://lezato.dexignzone.com/laravel/demo/customer-page-list	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/customer-page-list.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:09	93904/93904	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:47%20GMT	https://lezato.dexignzone.com/laravel/demo/analytics	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/analytics.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:09	72603/72603	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:47%20GMT	https://lezato.dexignzone.com/laravel/demo/review	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/review.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:09	74183/74183	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:47%20GMT	https://lezato.dexignzone.com/laravel/demo/post-details	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/post-details.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:10	67491/67491	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:48%20GMT	https://lezato.dexignzone.com/laravel/demo/email-compose	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/email-compose.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:10	70811/70811	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:48%20GMT	https://lezato.dexignzone.com/laravel/demo/email-read	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/email-read.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:10	65571/65571	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:49%20GMT	https://lezato.dexignzone.com/laravel/demo/app-calender	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/app-calender.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:11	69873/69873	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:49%20GMT	https://lezato.dexignzone.com/laravel/demo/ecom-product-grid	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ecom-product-grid.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:11	66725/66725	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:49%20GMT	https://lezato.dexignzone.com/laravel/demo/ecom-product-list	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ecom-product-list.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:11	68637/68637	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:50%20GMT	https://lezato.dexignzone.com/laravel/demo/ecom-product-detail	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ecom-product-detail.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:12	98725/98725	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:50%20GMT	https://lezato.dexignzone.com/laravel/demo/ecom-product-order	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ecom-product-order.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:12	73845/73845	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:50%20GMT	https://lezato.dexignzone.com/laravel/demo/ecom-checkout	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ecom-checkout.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:12	66721/66721	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:51%20GMT	https://lezato.dexignzone.com/laravel/demo/ecom-invoice	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ecom-invoice.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:13	110847/110847	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:51%20GMT	https://lezato.dexignzone.com/laravel/demo/ecom-customers	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ecom-customers.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:13	64843/64843	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:51%20GMT	https://lezato.dexignzone.com/laravel/demo/chart-flot	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/chart-flot.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:13	63136/63136	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:52%20GMT	https://lezato.dexignzone.com/laravel/demo/chart-morris	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/chart-morris.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:14	66692/66692	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:52%20GMT	https://lezato.dexignzone.com/laravel/demo/chart-chartjs	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/chart-chartjs.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:14	71726/71726	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:52%20GMT	https://lezato.dexignzone.com/laravel/demo/chart-chartist	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/chart-chartist.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:14	64568/64568	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:53%20GMT	https://lezato.dexignzone.com/laravel/demo/chart-sparkline	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/chart-sparkline.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:15	71735/71735	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:53%20GMT	https://lezato.dexignzone.com/laravel/demo/chart-peity	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/chart-peity.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:15	98340/98340	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:53%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-accordion	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-accordion.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:15	134464/134464	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:54%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-alert	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-alert.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:16	75107/75107	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:54%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-badge	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-badge.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:16	86281/86281	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:54%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-button	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-button.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:16	77877/77877	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:55%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-modal	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-modal.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:17	68250/68250	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:55%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-button-group	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-button-group.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:17	75700/75700	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:55%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-list-group	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-list-group.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:18	71706/71706	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:56%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-card	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-card.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:18	71158/71158	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:56%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-carousel	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-carousel.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:18	92283/92283	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:57%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-dropdown	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-dropdown.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:18	62547/62547	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:57%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-popover	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-popover.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:19	78662/78662	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:57%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-progressbar	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-progressbar.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:19	87037/87037	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:58%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-tab	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-tab.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:20	72616/72616	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:58%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-typography	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-typography.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:20	76914/76914	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:58%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-pagination	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-pagination.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:20	67334/67334	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:59%20GMT	https://lezato.dexignzone.com/laravel/demo/ui-grid	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/ui-grid.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:21	93872/93872	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:59%20GMT	https://lezato.dexignzone.com/laravel/demo/uc-select2	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/uc-select2.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:21	66620/66620	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:58:59%20GMT	https://lezato.dexignzone.com/laravel/demo/uc-nestable	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/uc-nestable.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:22	85626/85626	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:00%20GMT	https://lezato.dexignzone.com/laravel/demo/uc-noui-slider	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/uc-noui-slider.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:22	66659/66659	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:00%20GMT	https://lezato.dexignzone.com/laravel/demo/uc-sweetalert	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/uc-sweetalert.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:22	61613/61613	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:01%20GMT	https://lezato.dexignzone.com/laravel/demo/uc-toastr	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/uc-toastr.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:22	60845/60845	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:01%20GMT	https://lezato.dexignzone.com/laravel/demo/map-jqvmap	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/map-jqvmap.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:23	63135/63135	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:01%20GMT	https://lezato.dexignzone.com/laravel/demo/uc-lightgallery	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/uc-lightgallery.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:23	162637/162637	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:02%20GMT	https://lezato.dexignzone.com/laravel/demo/widget-basic	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/widget-basic.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:24	109861/109861	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:02%20GMT	https://lezato.dexignzone.com/laravel/demo/form-element	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/form-element.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:24	69250/69250	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:02%20GMT	https://lezato.dexignzone.com/laravel/demo/form-wizard	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/form-wizard.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:24	59844/59844	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:03%20GMT	https://lezato.dexignzone.com/laravel/demo/form-ckeditor	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/form-ckeditor.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:25	71312/71312	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:03%20GMT	https://lezato.dexignzone.com/laravel/demo/form-pickers	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/form-pickers.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:25	73973/73973	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:03%20GMT	https://lezato.dexignzone.com/laravel/demo/form-validation	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/form-validation.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:26	114897/114897	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:04%20GMT	https://lezato.dexignzone.com/laravel/demo/table-bootstrap-basic	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/table-bootstrap-basic.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:26	202412/202412	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:04%20GMT	https://lezato.dexignzone.com/laravel/demo/table-datatable-basic	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/table-datatable-basic.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:26	4364/4364	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:05%20GMT	https://lezato.dexignzone.com/laravel/demo/page-register	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/page-register.html	(from https://lezato.dexignzone.com/laravel/demo/index)
15:28:27	2852/2852	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2009:59:06%20GMT	https://lezato.dexignzone.com/laravel/demo/page-error-400	C:/Users/User/OneDrive/Desktop/sarfraj/lezato.dexignzone.com/laravel/demo/page-error-400.html	(from https://lezato.dexignzone.com/laravel/demo/index)
